shift,rep,detector,total_detections,false_alarms,post_drift_detections,false_alarm_rate,first_post_drift_detection,detection_delay,detected,calibration_threshold
title,135,Boundary-Aware,21,1,20,0.019230769230769232,1450.0,75.0,True,2.0055447737012724
title,136,ADWIN,0,0,0,0.0,,,False,
title,136,Page-Hinkley,0,0,0,0.0,,,False,
title,136,Boundary-Aware,13,5,8,0.09615384615384616,1475.0,100.0,True,2.2403308577085714
title,137,ADWIN,0,0,0,0.0,,,False,
title,137,Page-Hinkley,0,0,0,0.0,,,False,
title,137,Boundary-Aware,38,7,31,0.1346153846153846,1375.0,0.0,True,1.841548182623562
title,138,ADWIN,0,0,0,0.0,,,False,
title,138,Page-Hinkley,0,0,0,0.0,,,False,
title,138,Boundary-Aware,25,4,21,0.07692307692307693,1375.0,0.0,True,1.9057673735040739
title,139,ADWIN,0,0,0,0.0,,,False,
title,139,Page-Hinkley,0,0,0,0.0,,,False,
title,139,Boundary-Aware,23,8,15,0.15384615384615385,1375.0,0.0,True,2.3227878636389825
title,140,ADWIN,1,0,1,0.0,2239.0,864.0,True,
title,140,Page-Hinkley,0,0,0,0.0,,,False,
title,140,Boundary-Aware,23,2,21,0.038461538461538464,1400.0,25.0,True,3.2565736150740943
title,141,ADWIN,0,0,0,0.0,,,False,
title,141,Page-Hinkley,0,0,0,0.0,,,False,
title,141,Boundary-Aware,32,7,25,0.1346153846153846,1375.0,0.0,True,2.1647284535209
title,142,ADWIN,0,0,0,0.0,,,False,
title,142,Page-Hinkley,0,0,0,0.0,,,False,
title,142,Boundary-Aware,28,4,24,0.07692307692307693,1375.0,0.0,True,2.0060222137642496
title,143,ADWIN,0,0,0,0.0,,,False,
title,143,Page-Hinkley,0,0,0,0.0,,,False,
title,143,Boundary-Aware,14,4,10,0.07692307692307693,1375.0,0.0,True,2.7157332359704003
title,144,ADWIN,0,0,0,0.0,,,False,
title,144,Page-Hinkley,0,0,0,0.0,,,False,
title,144,Boundary-Aware,38,9,29,0.17307692307692307,1375.0,0.0,True,1.8377737728113377
title,145,ADWIN,0,0,0,0.0,,,False,
title,145,Page-Hinkley,0,0,0,0.0,,,False,
title,145,Boundary-Aware,17,1,16,0.019230769230769232,1375.0,0.0,True,2.166924808013741
title,146,ADWIN,0,0,0,0.0,,,False,
title,146,Page-Hinkley,0,0,0,0.0,,,False,
title,146,Boundary-Aware,28,6,22,0.11538461538461539,1375.0,0.0,True,1.9119136863556252
title,147,ADWIN,0,0,0,0.0,,,False,
title,147,Page-Hinkley,0,0,0,0.0,,,False,
title,147,Boundary-Aware,20,5,15,0.09615384615384616,1475.0,100.0,True,1.9091733886569853
title,148,ADWIN,0,0,0,0.0,,,False,
title,148,Page-Hinkley,0,0,0,0.0,,,False,
title,148,Boundary-Aware,39,10,29,0.19230769230769232,1400.0,25.0,True,2.0570759875986977
title,149,ADWIN,0,0,0,0.0,,,False,
title,149,Page-Hinkley,0,0,0,0.0,,,False,
title,149,Boundary-Aware,14,7,7,0.1346153846153846,1525.0,150.0,True,2.0581110708661012
title,150,ADWIN,0,0,0,0.0,,,False,
title,150,Page-Hinkley,0,0,0,0.0,,,False,
title,150,Boundary-Aware,13,2,11,0.038461538461538464,1475.0,100.0,True,2.493088286683812
title,151,ADWIN,0,0,0,0.0,,,False,
title,151,Page-Hinkley,0,0,0,0.0,,,False,
title,151,Boundary-Aware,17,4,13,0.07692307692307693,1675.0,300.0,True,2.152636634722549
title,152,ADWIN,0,0,0,0.0,,,False,
title,152,Page-Hinkley,0,0,0,0.0,,,False,
title,152,Boundary-Aware,31,7,24,0.1346153846153846,1400.0,25.0,True,2.0953265575934847
title,153,ADWIN,0,0,0,0.0,,,False,
title,153,Page-Hinkley,0,0,0,0.0,,,False,
title,153,Boundary-Aware,21,2,19,0.038461538461538464,1375.0,0.0,True,2.067709752147727
title,154,ADWIN,0,0,0,0.0,,,False,
title,154,Page-Hinkley,0,0,0,0.0,,,False,
title,154,Boundary-Aware,9,2,7,0.038461538461538464,1725.0,350.0,True,2.6625488664733936
title,155,ADWIN,0,0,0,0.0,,,False,
title,155,Page-Hinkley,0,0,0,0.0,,,False,
title,155,Boundary-Aware,25,3,22,0.057692307692307696,1375.0,0.0,True,1.955724993460794
title,156,ADWIN,0,0,0,0.0,,,False,
title,156,Page-Hinkley,0,0,0,0.0,,,False,
title,156,Boundary-Aware,30,7,23,0.1346153846153846,1425.0,50.0,True,1.759593441992521
title,157,ADWIN,0,0,0,0.0,,,False,
title,157,Page-Hinkley,0,0,0,0.0,,,False,
title,157,Boundary-Aware,38,11,27,0.21153846153846154,1375.0,0.0,True,1.8177612766861442
title,158,ADWIN,0,0,0,0.0,,,False,
title,158,Page-Hinkley,0,0,0,0.0,,,False,
title,158,Boundary-Aware,24,5,19,0.09615384615384616,1650.0,275.0,True,2.4980937301988972
title,159,ADWIN,0,0,0,0.0,,,False,
title,159,Page-Hinkley,0,0,0,0.0,,,False,
title,159,Boundary-Aware,31,2,29,0.038461538461538464,1375.0,0.0,True,1.8732053941199311
title,160,ADWIN,0,0,0,0.0,,,False,
title,160,Page-Hinkley,0,0,0,0.0,,,False,
title,160,Boundary-Aware,11,2,9,0.038461538461538464,1750.0,375.0,True,1.8937904870650504
title,161,ADWIN,0,0,0,0.0,,,False,
title,161,Page-Hinkley,0,0,0,0.0,,,False,
title,161,Boundary-Aware,17,1,16,0.019230769230769232,1550.0,175.0,True,1.9109303362491188
title,162,ADWIN,0,0,0,0.0,,,False,
title,162,Page-Hinkley,0,0,0,0.0,,,False,
title,162,Boundary-Aware,18,3,15,0.057692307692307696,1375.0,0.0,True,2.5263710835940283
title,163,ADWIN,0,0,0,0.0,,,False,
title,163,Page-Hinkley,0,0,0,0.0,,,False,
title,163,Boundary-Aware,26,3,23,0.057692307692307696,1450.0,75.0,True,2.080177741833568
title,164,ADWIN,0,0,0,0.0,,,False,
title,164,Page-Hinkley,0,0,0,0.0,,,False,
title,164,Boundary-Aware,25,4,21,0.07692307692307693,1375.0,0.0,True,1.7498309331123245
title,165,ADWIN,0,0,0,0.0,,,False,
title,165,Page-Hinkley,0,0,0,0.0,,,False,
title,165,Boundary-Aware,26,3,23,0.057692307692307696,1375.0,0.0,True,1.9114173504975531
title,166,ADWIN,0,0,0,0.0,,,False,
title,166,Page-Hinkley,0,0,0,0.0,,,False,
title,166,Boundary-Aware,32,3,29,0.057692307692307696,1375.0,0.0,True,1.7883998114436928
title,167,ADWIN,0,0,0,0.0,,,False,
title,167,Page-Hinkley,0,0,0,0.0,,,False,
title,167,Boundary-Aware,42,9,33,0.17307692307692307,1375.0,0.0,True,1.656750292322929
title,168,ADWIN,0,0,0,0.0,,,False,
title,168,Page-Hinkley,0,0,0,0.0,,,False,
title,168,Boundary-Aware,10,2,8,0.038461538461538464,1375.0,0.0,True,2.2913344684265557
title,169,ADWIN,0,0,0,0.0,,,False,
title,169,Page-Hinkley,0,0,0,0.0,,,False,
title,169,Boundary-Aware,19,3,16,0.057692307692307696,1375.0,0.0,True,2.050168346710685
title,170,ADWIN,0,0,0,0.0,,,False,
title,170,Page-Hinkley,0,0,0,0.0,,,False,
title,170,Boundary-Aware,37,9,28,0.17307692307692307,1375.0,0.0,True,2.1607527065164565
title,171,ADWIN,0,0,0,0.0,,,False,
title,171,Page-Hinkley,0,0,0,0.0,,,False,
title,171,Boundary-Aware,5,2,3,0.038461538461538464,1375.0,0.0,True,2.72538609694908
title,172,ADWIN,0,0,0,0.0,,,False,
title,172,Page-Hinkley,0,0,0,0.0,,,False,
title,172,Boundary-Aware,16,2,14,0.038461538461538464,1600.0,225.0,True,2.9446325537302105
title,173,ADWIN,1,0,1,0.0,1791.0,416.0,True,
title,173,Page-Hinkley,0,0,0,0.0,,,False,
title,173,Boundary-Aware,28,6,22,0.11538461538461539,1375.0,0.0,True,1.910631888336687
title,174,ADWIN,0,0,0,0.0,,,False,
title,174,Page-Hinkley,0,0,0,0.0,,,False,
title,174,Boundary-Aware,15,4,11,0.07692307692307693,1375.0,0.0,True,2.096109421423761
title,175,ADWIN,0,0,0,0.0,,,False,
title,175,Page-Hinkley,0,0,0,0.0,,,False,
title,175,Boundary-Aware,8,2,6,0.038461538461538464,1975.0,600.0,True,2.770460659454305
title,176,ADWIN,0,0,0,0.0,,,False,
title,176,Page-Hinkley,0,0,0,0.0,,,False,
title,176,Boundary-Aware,36,6,30,0.11538461538461539,1400.0,25.0,True,1.5781852918254564
title,177,ADWIN,0,0,0,0.0,,,False,
title,177,Page-Hinkley,0,0,0,0.0,,,False,
title,177,Boundary-Aware,23,3,20,0.057692307692307696,1375.0,0.0,True,2.1863104024397297
title,178,ADWIN,0,0,0,0.0,,,False,
title,178,Page-Hinkley,0,0,0,0.0,,,False,
title,178,Boundary-Aware,12,2,10,0.038461538461538464,1375.0,0.0,True,2.652559784416983
title,179,ADWIN,0,0,0,0.0,,,False,
title,179,Page-Hinkley,0,0,0,0.0,,,False,
title,179,Boundary-Aware,33,8,25,0.15384615384615385,1400.0,25.0,True,1.5569425257873348
title,180,ADWIN,0,0,0,0.0,,,False,
title,180,Page-Hinkley,0,0,0,0.0,,,False,
title,180,Boundary-Aware,19,2,17,0.038461538461538464,1550.0,175.0,True,3.2182998477768234
title,181,ADWIN,0,0,0,0.0,,,False,
title,181,Page-Hinkley,0,0,0,0.0,,,False,
title,181,Boundary-Aware,9,1,8,0.019230769230769232,1400.0,25.0,True,2.636439199067523
title,182,ADWIN,0,0,0,0.0,,,False,
title,182,Page-Hinkley,0,0,0,0.0,,,False,
title,182,Boundary-Aware,3,2,1,0.038461538461538464,1425.0,50.0,True,2.6264359596600113
title,183,ADWIN,0,0,0,0.0,,,False,
title,183,Page-Hinkley,0,0,0,0.0,,,False,
title,183,Boundary-Aware,22,1,21,0.019230769230769232,1375.0,0.0,True,2.2681239586975703
title,184,ADWIN,0,0,0,0.0,,,False,
title,184,Page-Hinkley,0,0,0,0.0,,,False,
title,184,Boundary-Aware,30,9,21,0.17307692307692307,1375.0,0.0,True,1.905007515600288
title,185,ADWIN,0,0,0,0.0,,,False,
title,185,Page-Hinkley,0,0,0,0.0,,,False,
title,185,Boundary-Aware,25,3,22,0.057692307692307696,1375.0,0.0,True,2.1639681898123415
title,186,ADWIN,0,0,0,0.0,,,False,
title,186,Page-Hinkley,0,0,0,0.0,,,False,
title,186,Boundary-Aware,16,1,15,0.019230769230769232,1475.0,100.0,True,2.452130312794498
title,187,ADWIN,0,0,0,0.0,,,False,
title,187,Page-Hinkley,0,0,0,0.0,,,False,
title,187,Boundary-Aware,23,4,19,0.07692307692307693,1375.0,0.0,True,2.207685834688661
title,188,ADWIN,0,0,0,0.0,,,False,
title,188,Page-Hinkley,0,0,0,0.0,,,False,
title,188,Boundary-Aware,29,5,24,0.09615384615384616,1375.0,0.0,True,2.0800434327323982
title,189,ADWIN,0,0,0,0.0,,,False,
title,189,Page-Hinkley,0,0,0,0.0,,,False,
title,189,Boundary-Aware,32,8,24,0.15384615384615385,1375.0,0.0,True,1.9448384182874643
title,190,ADWIN,0,0,0,0.0,,,False,
title,190,Page-Hinkley,0,0,0,0.0,,,False,
title,190,Boundary-Aware,13,2,11,0.038461538461538464,1550.0,175.0,True,2.6786126970108426
title,191,ADWIN,0,0,0,0.0,,,False,
title,191,Page-Hinkley,0,0,0,0.0,,,False,
title,191,Boundary-Aware,7,2,5,0.038461538461538464,1375.0,0.0,True,2.5194568259483385
title,192,ADWIN,0,0,0,0.0,,,False,
title,192,Page-Hinkley,0,0,0,0.0,,,False,
title,192,Boundary-Aware,41,11,30,0.21153846153846154,1375.0,0.0,True,2.0572579308120647
title,193,ADWIN,0,0,0,0.0,,,False,
title,193,Page-Hinkley,0,0,0,0.0,,,False,
title,193,Boundary-Aware,29,6,23,0.11538461538461539,1375.0,0.0,True,1.909238057923859
title,194,ADWIN,0,0,0,0.0,,,False,
title,194,Page-Hinkley,0,0,0,0.0,,,False,
title,194,Boundary-Aware,33,5,28,0.09615384615384616,1375.0,0.0,True,1.8028132474171277
title,195,ADWIN,0,0,0,0.0,,,False,
title,195,Page-Hinkley,0,0,0,0.0,,,False,
title,195,Boundary-Aware,11,1,10,0.019230769230769232,1700.0,325.0,True,2.5252903852590944
title,196,ADWIN,0,0,0,0.0,,,False,
title,196,Page-Hinkley,0,0,0,0.0,,,False,
title,196,Boundary-Aware,20,1,19,0.019230769230769232,1425.0,50.0,True,3.293774632425623
title,197,ADWIN,0,0,0,0.0,,,False,
title,197,Page-Hinkley,0,0,0,0.0,,,False,
title,197,Boundary-Aware,37,7,30,0.1346153846153846,1375.0,0.0,True,1.5022567542206091
title,198,ADWIN,0,0,0,0.0,,,False,
title,198,Page-Hinkley,0,0,0,0.0,,,False,
title,198,Boundary-Aware,10,3,7,0.057692307692307696,1375.0,0.0,True,2.7025992754048036
title,199,ADWIN,0,0,0,0.0,,,False,
title,199,Page-Hinkley,0,0,0,0.0,,,False,
title,199,Boundary-Aware,23,3,20,0.057692307692307696,1375.0,0.0,True,1.8654200418640117
title,200,ADWIN,0,0,0,0.0,,,False,
title,200,Page-Hinkley,0,0,0,0.0,,,False,
title,200,Boundary-Aware,33,4,29,0.07692307692307693,1375.0,0.0,True,1.797066085696019
title,201,ADWIN,0,0,0,0.0,,,False,
title,201,Page-Hinkley,0,0,0,0.0,,,False,
title,201,Boundary-Aware,8,1,7,0.019230769230769232,1800.0,425.0,True,2.2176272813815485
title,202,ADWIN,0,0,0,0.0,,,False,
title,202,Page-Hinkley,0,0,0,0.0,,,False,
title,202,Boundary-Aware,29,3,26,0.057692307692307696,1375.0,0.0,True,2.0135644941610127
title,203,ADWIN,0,0,0,0.0,,,False,
title,203,Page-Hinkley,0,0,0,0.0,,,False,
title,203,Boundary-Aware,23,1,22,0.019230769230769232,1375.0,0.0,True,2.3593340193823886
title,204,ADWIN,0,0,0,0.0,,,False,
title,204,Page-Hinkley,0,0,0,0.0,,,False,
title,204,Boundary-Aware,5,3,2,0.057692307692307696,2050.0,675.0,True,2.357334185402297
title,205,ADWIN,0,0,0,0.0,,,False,
title,205,Page-Hinkley,0,0,0,0.0,,,False,
title,205,Boundary-Aware,25,1,24,0.019230769230769232,1400.0,25.0,True,1.7098345349701387
title,206,ADWIN,0,0,0,0.0,,,False,
title,206,Page-Hinkley,0,0,0,0.0,,,False,
title,206,Boundary-Aware,22,8,14,0.15384615384615385,1375.0,0.0,True,1.9275447963188852
title,207,ADWIN,0,0,0,0.0,,,False,
title,207,Page-Hinkley,0,0,0,0.0,,,False,
title,207,Boundary-Aware,18,3,15,0.057692307692307696,1425.0,50.0,True,1.9126031625660325
title,208,ADWIN,0,0,0,0.0,,,False,
title,208,Page-Hinkley,0,0,0,0.0,,,False,
title,208,Boundary-Aware,25,4,21,0.07692307692307693,1375.0,0.0,True,2.3148990034434256
title,209,ADWIN,0,0,0,0.0,,,False,
title,209,Page-Hinkley,0,0,0,0.0,,,False,
title,209,Boundary-Aware,35,3,32,0.057692307692307696,1400.0,25.0,True,1.684730313582076
title,210,ADWIN,0,0,0,0.0,,,False,
title,210,Page-Hinkley,0,0,0,0.0,,,False,
title,210,Boundary-Aware,25,2,23,0.038461538461538464,1475.0,100.0,True,2.119033552518976
title,211,ADWIN,0,0,0,0.0,,,False,
title,211,Page-Hinkley,0,0,0,0.0,,,False,
title,211,Boundary-Aware,13,2,11,0.038461538461538464,1500.0,125.0,True,2.3627321814512605
title,212,ADWIN,0,0,0,0.0,,,False,
title,212,Page-Hinkley,0,0,0,0.0,,,False,
title,212,Boundary-Aware,20,5,15,0.09615384615384616,1375.0,0.0,True,2.2478475376123543
title,213,ADWIN,0,0,0,0.0,,,False,
title,213,Page-Hinkley,0,0,0,0.0,,,False,
title,213,Boundary-Aware,7,3,4,0.057692307692307696,1450.0,75.0,True,2.373938506155883
title,214,ADWIN,0,0,0,0.0,,,False,
title,214,Page-Hinkley,0,0,0,0.0,,,False,
title,214,Boundary-Aware,1,1,0,0.019230769230769232,,,False,2.7960780397142635
title,215,ADWIN,0,0,0,0.0,,,False,
title,215,Page-Hinkley,0,0,0,0.0,,,False,
title,215,Boundary-Aware,13,5,8,0.09615384615384616,1375.0,0.0,True,2.3780758050934088
title,216,ADWIN,0,0,0,0.0,,,False,
title,216,Page-Hinkley,0,0,0,0.0,,,False,
title,216,Boundary-Aware,25,5,20,0.09615384615384616,1375.0,0.0,True,2.144628524193793
title,217,ADWIN,0,0,0,0.0,,,False,
title,217,Page-Hinkley,0,0,0,0.0,,,False,
title,217,Boundary-Aware,37,9,28,0.17307692307692307,1375.0,0.0,True,2.068242190407503
title,218,ADWIN,0,0,0,0.0,,,False,
title,218,Page-Hinkley,0,0,0,0.0,,,False,
title,218,Boundary-Aware,35,8,27,0.15384615384615385,1375.0,0.0,True,1.9253069993548697
title,219,ADWIN,0,0,0,0.0,,,False,
title,219,Page-Hinkley,0,0,0,0.0,,,False,
title,219,Boundary-Aware,13,1,12,0.019230769230769232,1625.0,250.0,True,2.199057593367871
title,220,ADWIN,0,0,0,0.0,,,False,
title,220,Page-Hinkley,0,0,0,0.0,,,False,
title,220,Boundary-Aware,32,4,28,0.07692307692307693,1375.0,0.0,True,2.0041457816974377
title,221,ADWIN,0,0,0,0.0,,,False,
title,221,Page-Hinkley,0,0,0,0.0,,,False,
title,221,Boundary-Aware,29,6,23,0.11538461538461539,1375.0,0.0,True,1.7666432955212754
title,222,ADWIN,0,0,0,0.0,,,False,
title,222,Page-Hinkley,0,0,0,0.0,,,False,
title,222,Boundary-Aware,17,2,15,0.038461538461538464,1375.0,0.0,True,2.614160653395409
title,223,ADWIN,0,0,0,0.0,,,False,
title,223,Page-Hinkley,0,0,0,0.0,,,False,
title,223,Boundary-Aware,22,2,20,0.038461538461538464,1425.0,50.0,True,2.028023052388276
title,224,ADWIN,0,0,0,0.0,,,False,
title,224,Page-Hinkley,0,0,0,0.0,,,False,
title,224,Boundary-Aware,28,7,21,0.1346153846153846,1375.0,0.0,True,3.3240690837531015
title,225,ADWIN,0,0,0,0.0,,,False,
title,225,Page-Hinkley,0,0,0,0.0,,,False,
title,225,Boundary-Aware,18,3,15,0.057692307692307696,1375.0,0.0,True,2.313751514693756
title,226,ADWIN,0,0,0,0.0,,,False,
title,226,Page-Hinkley,0,0,0,0.0,,,False,
title,226,Boundary-Aware,31,7,24,0.1346153846153846,1375.0,0.0,True,1.8999150214612412
title,227,ADWIN,1,0,1,0.0,1791.0,416.0,True,
title,227,Page-Hinkley,0,0,0,0.0,,,False,
title,227,Boundary-Aware,44,11,33,0.21153846153846154,1375.0,0.0,True,1.6133565274129609
title,228,ADWIN,0,0,0,0.0,,,False,
title,228,Page-Hinkley,0,0,0,0.0,,,False,
title,228,Boundary-Aware,12,1,11,0.019230769230769232,1475.0,100.0,True,2.770878124321156
title,229,ADWIN,0,0,0,0.0,,,False,
title,229,Page-Hinkley,0,0,0,0.0,,,False,
title,229,Boundary-Aware,20,5,15,0.09615384615384616,1375.0,0.0,True,1.931753816246106
title,230,ADWIN,0,0,0,0.0,,,False,
title,230,Page-Hinkley,0,0,0,0.0,,,False,
title,230,Boundary-Aware,25,3,22,0.057692307692307696,1450.0,75.0,True,2.3833471019385173
title,231,ADWIN,0,0,0,0.0,,,False,
title,231,Page-Hinkley,0,0,0,0.0,,,False,
title,231,Boundary-Aware,19,2,17,0.038461538461538464,1450.0,75.0,True,2.3639195943683564
title,232,ADWIN,0,0,0,0.0,,,False,
title,232,Page-Hinkley,0,0,0,0.0,,,False,
title,232,Boundary-Aware,10,1,9,0.019230769230769232,1400.0,25.0,True,3.304803847173612
title,233,ADWIN,0,0,0,0.0,,,False,
title,233,Page-Hinkley,0,0,0,0.0,,,False,
title,233,Boundary-Aware,11,4,7,0.07692307692307693,1625.0,250.0,True,2.5398983799321075
title,234,ADWIN,0,0,0,0.0,,,False,
title,234,Page-Hinkley,0,0,0,0.0,,,False,
title,234,Boundary-Aware,18,5,13,0.09615384615384616,1375.0,0.0,True,1.8732603469019484
title,235,ADWIN,0,0,0,0.0,,,False,
title,235,Page-Hinkley,0,0,0,0.0,,,False,
title,235,Boundary-Aware,35,10,25,0.19230769230769232,1375.0,0.0,True,1.739727856492165
title,236,ADWIN,0,0,0,0.0,,,False,
title,236,Page-Hinkley,0,0,0,0.0,,,False,
title,236,Boundary-Aware,26,5,21,0.09615384615384616,1575.0,200.0,True,1.9918931537196618
title,237,ADWIN,1,0,1,0.0,2111.0,736.0,True,
title,237,Page-Hinkley,0,0,0,0.0,,,False,
title,237,Boundary-Aware,28,2,26,0.038461538461538464,1425.0,50.0,True,2.4820224283153824
title,238,ADWIN,0,0,0,0.0,,,False,
title,238,Page-Hinkley,0,0,0,0.0,,,False,
title,238,Boundary-Aware,35,8,27,0.15384615384615385,1375.0,0.0,True,2.2846740035337794
title,239,ADWIN,0,0,0,0.0,,,False,
title,239,Page-Hinkley,0,0,0,0.0,,,False,
title,239,Boundary-Aware,19,3,16,0.057692307692307696,1475.0,100.0,True,1.8918599258739586
title,240,ADWIN,0,0,0,0.0,,,False,
title,240,Page-Hinkley,0,0,0,0.0,,,False,
title,240,Boundary-Aware,17,3,14,0.057692307692307696,1450.0,75.0,True,2.5619077529587333
title,241,ADWIN,0,0,0,0.0,,,False,
title,241,Page-Hinkley,0,0,0,0.0,,,False,
title,241,Boundary-Aware,8,2,6,0.038461538461538464,1700.0,325.0,True,2.182448885892382
title,242,ADWIN,0,0,0,0.0,,,False,
title,242,Page-Hinkley,0,0,0,0.0,,,False,
title,242,Boundary-Aware,32,1,31,0.019230769230769232,1375.0,0.0,True,2.5350245041159107
title,243,ADWIN,0,0,0,0.0,,,False,
title,243,Page-Hinkley,0,0,0,0.0,,,False,
title,243,Boundary-Aware,18,2,16,0.038461538461538464,1375.0,0.0,True,2.295488735823183
title,244,ADWIN,0,0,0,0.0,,,False,
title,244,Page-Hinkley,0,0,0,0.0,,,False,
title,244,Boundary-Aware,27,1,26,0.019230769230769232,1425.0,50.0,True,2.2171196109091293
title,245,ADWIN,0,0,0,0.0,,,False,
title,245,Page-Hinkley,0,0,0,0.0,,,False,
title,245,Boundary-Aware,37,5,32,0.09615384615384616,1375.0,0.0,True,1.7514078287620825
title,246,ADWIN,0,0,0,0.0,,,False,
title,246,Page-Hinkley,0,0,0,0.0,,,False,
title,246,Boundary-Aware,20,3,17,0.057692307692307696,1550.0,175.0,True,3.2797653115494936
title,247,ADWIN,0,0,0,0.0,,,False,
title,247,Page-Hinkley,0,0,0,0.0,,,False,
title,247,Boundary-Aware,32,5,27,0.09615384615384616,1375.0,0.0,True,1.9347943041554228
title,248,ADWIN,0,0,0,0.0,,,False,
title,248,Page-Hinkley,0,0,0,0.0,,,False,
title,248,Boundary-Aware,18,2,16,0.038461538461538464,1375.0,0.0,True,1.9219109463932036
title,249,ADWIN,0,0,0,0.0,,,False,
title,249,Page-Hinkley,0,0,0,0.0,,,False,
title,249,Boundary-Aware,15,2,13,0.038461538461538464,1375.0,0.0,True,1.8900498710487066
title,250,ADWIN,0,0,0,0.0,,,False,
title,250,Page-Hinkley,0,0,0,0.0,,,False,
title,250,Boundary-Aware,21,6,15,0.11538461538461539,1375.0,0.0,True,1.7068920209835925
title,251,ADWIN,0,0,0,0.0,,,False,
title,251,Page-Hinkley,0,0,0,0.0,,,False,
title,251,Boundary-Aware,17,2,15,0.038461538461538464,1400.0,25.0,True,1.8925830966864445
title,252,ADWIN,1,0,1,0.0,2079.0,704.0,True,
title,252,Page-Hinkley,0,0,0,0.0,,,False,
title,252,Boundary-Aware,26,2,24,0.038461538461538464,1375.0,0.0,True,2.2634288933939546
title,253,ADWIN,0,0,0,0.0,,,False,
title,253,Page-Hinkley,0,0,0,0.0,,,False,
title,253,Boundary-Aware,25,4,21,0.07692307692307693,1425.0,50.0,True,1.8745201134462295
title,254,ADWIN,0,0,0,0.0,,,False,
title,254,Page-Hinkley,0,0,0,0.0,,,False,
title,254,Boundary-Aware,11,1,10,0.019230769230769232,1525.0,150.0,True,2.5042449198387438
title,255,ADWIN,0,0,0,0.0,,,False,
title,255,Page-Hinkley,0,0,0,0.0,,,False,
title,255,Boundary-Aware,29,4,25,0.07692307692307693,1375.0,0.0,True,1.9870415543137718
title,256,ADWIN,0,0,0,0.0,,,False,
title,256,Page-Hinkley,0,0,0,0.0,,,False,
title,256,Boundary-Aware,11,2,9,0.038461538461538464,1450.0,75.0,True,2.46062533373237
title,257,ADWIN,1,0,1,0.0,2015.0,640.0,True,
title,257,Page-Hinkley,0,0,0,0.0,,,False,
title,257,Boundary-Aware,37,8,29,0.15384615384615385,1375.0,0.0,True,1.8394009525017214
title,258,ADWIN,0,0,0,0.0,,,False,
title,258,Page-Hinkley,0,0,0,0.0,,,False,
title,258,Boundary-Aware,22,3,19,0.057692307692307696,1375.0,0.0,True,2.6723300884333026
title,259,ADWIN,0,0,0,0.0,,,False,
title,259,Page-Hinkley,0,0,0,0.0,,,False,
title,259,Boundary-Aware,33,5,28,0.09615384615384616,1400.0,25.0,True,1.9564081687567483
title,260,ADWIN,0,0,0,0.0,,,False,
title,260,Page-Hinkley,0,0,0,0.0,,,False,
title,260,Boundary-Aware,29,3,26,0.057692307692307696,1450.0,75.0,True,2.0450493523871174
title,261,ADWIN,0,0,0,0.0,,,False,
title,261,Page-Hinkley,0,0,0,0.0,,,False,
title,261,Boundary-Aware,25,4,21,0.07692307692307693,1400.0,25.0,True,1.8864855531755715
title,262,ADWIN,0,0,0,0.0,,,False,
title,262,Page-Hinkley,0,0,0,0.0,,,False,
title,262,Boundary-Aware,25,1,24,0.019230769230769232,1400.0,25.0,True,2.0500217861625214
title,263,ADWIN,0,0,0,0.0,,,False,
title,263,Page-Hinkley,0,0,0,0.0,,,False,
title,263,Boundary-Aware,3,1,2,0.019230769230769232,1900.0,525.0,True,2.7562143019840666
title,264,ADWIN,0,0,0,0.0,,,False,
title,264,Page-Hinkley,0,0,0,0.0,,,False,
title,264,Boundary-Aware,9,2,7,0.038461538461538464,1625.0,250.0,True,2.6147400054514196
title,265,ADWIN,0,0,0,0.0,,,False,
title,265,Page-Hinkley,0,0,0,0.0,,,False,
title,265,Boundary-Aware,39,7,32,0.1346153846153846,1375.0,0.0,True,1.6868697248790794
title,266,ADWIN,0,0,0,0.0,,,False,
title,266,Page-Hinkley,0,0,0,0.0,,,False,
title,266,Boundary-Aware,16,3,13,0.057692307692307696,1375.0,0.0,True,2.719234703520388
title,267,ADWIN,0,0,0,0.0,,,False,
title,267,Page-Hinkley,0,0,0,0.0,,,False,
title,267,Boundary-Aware,41,11,30,0.21153846153846154,1375.0,0.0,True,1.6648739270272304
title,268,ADWIN,0,0,0,0.0,,,False,
title,268,Page-Hinkley,0,0,0,0.0,,,False,
title,268,Boundary-Aware,37,12,25,0.23076923076923078,1375.0,0.0,True,1.957611975817232
title,269,ADWIN,0,0,0,0.0,,,False,
title,269,Page-Hinkley,0,0,0,0.0,,,False,
title,269,Boundary-Aware,4,3,1,0.057692307692307696,1575.0,200.0,True,2.676395645885454
title,270,ADWIN,0,0,0,0.0,,,False,
title,270,Page-Hinkley,0,0,0,0.0,,,False,
title,270,Boundary-Aware,1,1,0,0.019230769230769232,,,False,3.3083581873473737
title,271,ADWIN,1,0,1,0.0,2239.0,864.0,True,
title,271,Page-Hinkley,0,0,0,0.0,,,False,
title,271,Boundary-Aware,37,6,31,0.11538461538461539,1375.0,0.0,True,1.7649678849889368
title,272,ADWIN,0,0,0,0.0,,,False,
title,272,Page-Hinkley,0,0,0,0.0,,,False,
title,272,Boundary-Aware,25,4,21,0.07692307692307693,1500.0,125.0,True,1.7235152292162108
title,273,ADWIN,0,0,0,0.0,,,False,
title,273,Page-Hinkley,0,0,0,0.0,,,False,
