shift,rep,detector,total_detections,false_alarms,post_drift_detections,false_alarm_rate,first_post_drift_detection,detection_delay,detected,calibration_threshold
naming,109,Boundary-Aware,8,4,4,0.07692307692307693,1825.0,450.0,True,2.085723946252622
naming,110,ADWIN,0,0,0,0.0,,,False,
naming,110,Page-Hinkley,0,0,0,0.0,,,False,
naming,110,Boundary-Aware,8,3,5,0.057692307692307696,1575.0,200.0,True,2.3713379558762107
naming,111,ADWIN,0,0,0,0.0,,,False,
naming,111,Page-Hinkley,0,0,0,0.0,,,False,
naming,111,Boundary-Aware,19,5,14,0.09615384615384616,1375.0,0.0,True,1.8597306490946832
naming,112,ADWIN,0,0,0,0.0,,,False,
naming,112,Page-Hinkley,0,0,0,0.0,,,False,
naming,112,Boundary-Aware,6,1,5,0.019230769230769232,1825.0,450.0,True,2.0048345319557765
naming,113,ADWIN,0,0,0,0.0,,,False,
naming,113,Page-Hinkley,0,0,0,0.0,,,False,
naming,113,Boundary-Aware,13,4,9,0.07692307692307693,1425.0,50.0,True,2.2258779250168446
naming,114,ADWIN,0,0,0,0.0,,,False,
naming,114,Page-Hinkley,0,0,0,0.0,,,False,
naming,114,Boundary-Aware,6,4,2,0.07692307692307693,1825.0,450.0,True,2.0135829418698497
naming,115,ADWIN,0,0,0,0.0,,,False,
naming,115,Page-Hinkley,0,0,0,0.0,,,False,
naming,115,Boundary-Aware,11,3,8,0.057692307692307696,1375.0,0.0,True,1.8745502030867922
naming,116,ADWIN,0,0,0,0.0,,,False,
naming,116,Page-Hinkley,0,0,0,0.0,,,False,
naming,116,Boundary-Aware,12,2,10,0.038461538461538464,1375.0,0.0,True,2.1399858333592414
naming,117,ADWIN,0,0,0,0.0,,,False,
naming,117,Page-Hinkley,0,0,0,0.0,,,False,
naming,117,Boundary-Aware,2,1,1,0.019230769230769232,1525.0,150.0,True,2.5737105409270127
naming,118,ADWIN,0,0,0,0.0,,,False,
naming,118,Page-Hinkley,0,0,0,0.0,,,False,
naming,118,Boundary-Aware,8,5,3,0.09615384615384616,1700.0,325.0,True,2.0797878596564265
naming,119,ADWIN,0,0,0,0.0,,,False,
naming,119,Page-Hinkley,0,0,0,0.0,,,False,
naming,119,Boundary-Aware,10,5,5,0.09615384615384616,1400.0,25.0,True,2.489624873374632
naming,120,ADWIN,0,0,0,0.0,,,False,
naming,120,Page-Hinkley,0,0,0,0.0,,,False,
naming,120,Boundary-Aware,17,8,9,0.15384615384615385,1400.0,25.0,True,1.78124385441303
naming,121,ADWIN,0,0,0,0.0,,,False,
naming,121,Page-Hinkley,0,0,0,0.0,,,False,
naming,121,Boundary-Aware,1,1,0,0.019230769230769232,,,False,2.9650897673824854
naming,122,ADWIN,0,0,0,0.0,,,False,
naming,122,Page-Hinkley,0,0,0,0.0,,,False,
naming,122,Boundary-Aware,4,2,2,0.038461538461538464,2025.0,650.0,True,2.133706178278502
naming,123,ADWIN,0,0,0,0.0,,,False,
naming,123,Page-Hinkley,0,0,0,0.0,,,False,
naming,123,Boundary-Aware,30,17,13,0.3269230769230769,1375.0,0.0,True,1.8059353090360748
naming,124,ADWIN,0,0,0,0.0,,,False,
naming,124,Page-Hinkley,0,0,0,0.0,,,False,
naming,124,Boundary-Aware,2,2,0,0.038461538461538464,,,False,3.3224341000094135
naming,125,ADWIN,0,0,0,0.0,,,False,
naming,125,Page-Hinkley,0,0,0,0.0,,,False,
naming,125,Boundary-Aware,5,3,2,0.057692307692307696,1375.0,0.0,True,2.6763740149088244
naming,126,ADWIN,0,0,0,0.0,,,False,
naming,126,Page-Hinkley,0,0,0,0.0,,,False,
naming,126,Boundary-Aware,6,2,4,0.038461538461538464,1700.0,325.0,True,1.7762575618735301
naming,127,ADWIN,0,0,0,0.0,,,False,
naming,127,Page-Hinkley,0,0,0,0.0,,,False,
naming,127,Boundary-Aware,5,3,2,0.057692307692307696,1625.0,250.0,True,2.308536325963645
naming,128,ADWIN,0,0,0,0.0,,,False,
naming,128,Page-Hinkley,0,0,0,0.0,,,False,
naming,128,Boundary-Aware,3,2,1,0.038461538461538464,1925.0,550.0,True,2.2974674699497455
naming,129,ADWIN,0,0,0,0.0,,,False,
naming,129,Page-Hinkley,0,0,0,0.0,,,False,
naming,129,Boundary-Aware,4,2,2,0.038461538461538464,1600.0,225.0,True,2.042201518112913
naming,130,ADWIN,0,0,0,0.0,,,False,
naming,130,Page-Hinkley,0,0,0,0.0,,,False,
naming,130,Boundary-Aware,16,4,12,0.07692307692307693,1375.0,0.0,True,1.7376278805552365
naming,131,ADWIN,0,0,0,0.0,,,False,
naming,131,Page-Hinkley,0,0,0,0.0,,,False,
naming,131,Boundary-Aware,5,2,3,0.038461538461538464,1400.0,25.0,True,2.9353531060180353
naming,132,ADWIN,0,0,0,0.0,,,False,
naming,132,Page-Hinkley,0,0,0,0.0,,,False,
naming,132,Boundary-Aware,4,2,2,0.038461538461538464,1550.0,175.0,True,2.070521713901679
naming,133,ADWIN,0,0,0,0.0,,,False,
naming,133,Page-Hinkley,0,0,0,0.0,,,False,
naming,133,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.721106305873129
naming,134,ADWIN,0,0,0,0.0,,,False,
naming,134,Page-Hinkley,0,0,0,0.0,,,False,
naming,134,Boundary-Aware,1,1,0,0.019230769230769232,,,False,2.8258635836097774
naming,135,ADWIN,0,0,0,0.0,,,False,
naming,135,Page-Hinkley,0,0,0,0.0,,,False,
naming,135,Boundary-Aware,9,1,8,0.019230769230769232,1625.0,250.0,True,2.3809914398952445
naming,136,ADWIN,0,0,0,0.0,,,False,
naming,136,Page-Hinkley,0,0,0,0.0,,,False,
naming,136,Boundary-Aware,14,7,7,0.1346153846153846,1425.0,50.0,True,1.6404686075883101
naming,137,ADWIN,0,0,0,0.0,,,False,
naming,137,Page-Hinkley,0,0,0,0.0,,,False,
naming,137,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.3241461999975375
naming,138,ADWIN,0,0,0,0.0,,,False,
naming,138,Page-Hinkley,0,0,0,0.0,,,False,
naming,138,Boundary-Aware,4,2,2,0.038461538461538464,1925.0,550.0,True,2.5055205060929286
naming,139,ADWIN,0,0,0,0.0,,,False,
naming,139,Page-Hinkley,0,0,0,0.0,,,False,
naming,139,Boundary-Aware,6,5,1,0.09615384615384616,2175.0,800.0,True,2.0645658634136117
naming,140,ADWIN,0,0,0,0.0,,,False,
naming,140,Page-Hinkley,0,0,0,0.0,,,False,
naming,140,Boundary-Aware,15,8,7,0.15384615384615385,1575.0,200.0,True,1.8145199738366524
naming,141,ADWIN,0,0,0,0.0,,,False,
naming,141,Page-Hinkley,0,0,0,0.0,,,False,
naming,141,Boundary-Aware,19,4,15,0.07692307692307693,1450.0,75.0,True,2.5302694786820807
naming,142,ADWIN,0,0,0,0.0,,,False,
naming,142,Page-Hinkley,0,0,0,0.0,,,False,
naming,142,Boundary-Aware,27,10,17,0.19230769230769232,1500.0,125.0,True,1.7864322828203825
naming,143,ADWIN,0,0,0,0.0,,,False,
naming,143,Page-Hinkley,0,0,0,0.0,,,False,
naming,143,Boundary-Aware,6,1,5,0.019230769230769232,1675.0,300.0,True,2.0581773848246767
naming,144,ADWIN,0,0,0,0.0,,,False,
naming,144,Page-Hinkley,0,0,0,0.0,,,False,
naming,144,Boundary-Aware,18,5,13,0.09615384615384616,1375.0,0.0,True,2.075154621071001
naming,145,ADWIN,0,0,0,0.0,,,False,
naming,145,Page-Hinkley,0,0,0,0.0,,,False,
naming,145,Boundary-Aware,3,2,1,0.038461538461538464,2050.0,675.0,True,2.239275853745674
naming,146,ADWIN,0,0,0,0.0,,,False,
naming,146,Page-Hinkley,0,0,0,0.0,,,False,
naming,146,Boundary-Aware,5,1,4,0.019230769230769232,1775.0,400.0,True,2.7374999666577
naming,147,ADWIN,0,0,0,0.0,,,False,
naming,147,Page-Hinkley,0,0,0,0.0,,,False,
naming,147,Boundary-Aware,1,1,0,0.019230769230769232,,,False,2.5606470534479095
naming,148,ADWIN,0,0,0,0.0,,,False,
naming,148,Page-Hinkley,0,0,0,0.0,,,False,
naming,148,Boundary-Aware,7,1,6,0.019230769230769232,1500.0,125.0,True,2.3670025029467756
naming,149,ADWIN,0,0,0,0.0,,,False,
naming,149,Page-Hinkley,0,0,0,0.0,,,False,
naming,149,Boundary-Aware,9,1,8,0.019230769230769232,1850.0,475.0,True,2.069740733374614
naming,150,ADWIN,0,0,0,0.0,,,False,
naming,150,Page-Hinkley,0,0,0,0.0,,,False,
naming,150,Boundary-Aware,19,6,13,0.11538461538461539,1375.0,0.0,True,1.9671288991242297
naming,151,ADWIN,0,0,0,0.0,,,False,
naming,151,Page-Hinkley,0,0,0,0.0,,,False,
naming,151,Boundary-Aware,25,9,16,0.17307692307692307,1550.0,175.0,True,1.781386534485887
naming,152,ADWIN,0,0,0,0.0,,,False,
naming,152,Page-Hinkley,0,0,0,0.0,,,False,
naming,152,Boundary-Aware,10,5,5,0.09615384615384616,1375.0,0.0,True,1.802150408410718
naming,153,ADWIN,0,0,0,0.0,,,False,
naming,153,Page-Hinkley,0,0,0,0.0,,,False,
naming,153,Boundary-Aware,16,2,14,0.038461538461538464,1400.0,25.0,True,2.2801735360288156
naming,154,ADWIN,0,0,0,0.0,,,False,
naming,154,Page-Hinkley,0,0,0,0.0,,,False,
naming,154,Boundary-Aware,17,8,9,0.15384615384615385,1375.0,0.0,True,1.8009455312901241
naming,155,ADWIN,0,0,0,0.0,,,False,
naming,155,Page-Hinkley,0,0,0,0.0,,,False,
naming,155,Boundary-Aware,4,2,2,0.038461538461538464,1425.0,50.0,True,2.4494401963888097
naming,156,ADWIN,0,0,0,0.0,,,False,
naming,156,Page-Hinkley,0,0,0,0.0,,,False,
naming,156,Boundary-Aware,14,3,11,0.057692307692307696,1400.0,25.0,True,2.091698629518474
naming,157,ADWIN,0,0,0,0.0,,,False,
naming,157,Page-Hinkley,0,0,0,0.0,,,False,
naming,157,Boundary-Aware,10,3,7,0.057692307692307696,1475.0,100.0,True,2.592051327076251
naming,158,ADWIN,0,0,0,0.0,,,False,
naming,158,Page-Hinkley,0,0,0,0.0,,,False,
naming,158,Boundary-Aware,4,4,0,0.07692307692307693,,,False,2.51554467150745
naming,159,ADWIN,0,0,0,0.0,,,False,
naming,159,Page-Hinkley,0,0,0,0.0,,,False,
naming,159,Boundary-Aware,5,1,4,0.019230769230769232,1650.0,275.0,True,1.9557796078784588
naming,160,ADWIN,0,0,0,0.0,,,False,
naming,160,Page-Hinkley,0,0,0,0.0,,,False,
naming,160,Boundary-Aware,3,1,2,0.019230769230769232,1450.0,75.0,True,1.8131153132353433
naming,161,ADWIN,0,0,0,0.0,,,False,
naming,161,Page-Hinkley,0,0,0,0.0,,,False,
naming,161,Boundary-Aware,5,1,4,0.019230769230769232,1450.0,75.0,True,2.17498096052658
naming,162,ADWIN,0,0,0,0.0,,,False,
naming,162,Page-Hinkley,0,0,0,0.0,,,False,
naming,162,Boundary-Aware,11,3,8,0.057692307692307696,1800.0,425.0,True,2.166903149342579
naming,163,ADWIN,0,0,0,0.0,,,False,
naming,163,Page-Hinkley,0,0,0,0.0,,,False,
naming,163,Boundary-Aware,10,4,6,0.07692307692307693,1475.0,100.0,True,1.875019098672207
naming,164,ADWIN,0,0,0,0.0,,,False,
naming,164,Page-Hinkley,0,0,0,0.0,,,False,
naming,164,Boundary-Aware,9,2,7,0.038461538461538464,1600.0,225.0,True,2.2524159151188234
naming,165,ADWIN,0,0,0,0.0,,,False,
naming,165,Page-Hinkley,0,0,0,0.0,,,False,
naming,165,Boundary-Aware,14,5,9,0.09615384615384616,1450.0,75.0,True,1.923315391311567
naming,166,ADWIN,0,0,0,0.0,,,False,
naming,166,Page-Hinkley,0,0,0,0.0,,,False,
naming,166,Boundary-Aware,6,3,3,0.057692307692307696,1850.0,475.0,True,2.4101414071831657
naming,167,ADWIN,0,0,0,0.0,,,False,
naming,167,Page-Hinkley,0,0,0,0.0,,,False,
naming,167,Boundary-Aware,5,4,1,0.07692307692307693,1400.0,25.0,True,2.3148267566585763
naming,168,ADWIN,0,0,0,0.0,,,False,
naming,168,Page-Hinkley,0,0,0,0.0,,,False,
naming,168,Boundary-Aware,1,1,0,0.019230769230769232,,,False,3.1592347473114395
naming,169,ADWIN,0,0,0,0.0,,,False,
naming,169,Page-Hinkley,0,0,0,0.0,,,False,
naming,169,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.4951617100879715
naming,170,ADWIN,0,0,0,0.0,,,False,
naming,170,Page-Hinkley,0,0,0,0.0,,,False,
naming,170,Boundary-Aware,30,9,21,0.17307692307692307,1375.0,0.0,True,1.688220950706932
naming,171,ADWIN,0,0,0,0.0,,,False,
naming,171,Page-Hinkley,0,0,0,0.0,,,False,
naming,171,Boundary-Aware,7,2,5,0.038461538461538464,1575.0,200.0,True,2.610972080068108
naming,172,ADWIN,0,0,0,0.0,,,False,
naming,172,Page-Hinkley,0,0,0,0.0,,,False,
naming,172,Boundary-Aware,18,2,16,0.038461538461538464,1750.0,375.0,True,2.069976066178566
naming,173,ADWIN,0,0,0,0.0,,,False,
naming,173,Page-Hinkley,0,0,0,0.0,,,False,
naming,173,Boundary-Aware,13,5,8,0.09615384615384616,1425.0,50.0,True,2.0533763028762175
naming,174,ADWIN,0,0,0,0.0,,,False,
naming,174,Page-Hinkley,0,0,0,0.0,,,False,
naming,174,Boundary-Aware,1,1,0,0.019230769230769232,,,False,2.1095783646789363
naming,175,ADWIN,0,0,0,0.0,,,False,
naming,175,Page-Hinkley,0,0,0,0.0,,,False,
naming,175,Boundary-Aware,10,3,7,0.057692307692307696,1400.0,25.0,True,2.132370493108705
naming,176,ADWIN,0,0,0,0.0,,,False,
naming,176,Page-Hinkley,0,0,0,0.0,,,False,
naming,176,Boundary-Aware,3,1,2,0.019230769230769232,1425.0,50.0,True,2.111735346031964
naming,177,ADWIN,0,0,0,0.0,,,False,
naming,177,Page-Hinkley,0,0,0,0.0,,,False,
naming,177,Boundary-Aware,7,1,6,0.019230769230769232,1775.0,400.0,True,2.0715377062418416
naming,178,ADWIN,0,0,0,0.0,,,False,
naming,178,Page-Hinkley,0,0,0,0.0,,,False,
naming,178,Boundary-Aware,9,2,7,0.038461538461538464,1575.0,200.0,True,1.8004797260531575
naming,179,ADWIN,0,0,0,0.0,,,False,
naming,179,Page-Hinkley,0,0,0,0.0,,,False,
naming,179,Boundary-Aware,27,11,16,0.21153846153846154,1375.0,0.0,True,1.9777929264833396
naming,180,ADWIN,0,0,0,0.0,,,False,
naming,180,Page-Hinkley,0,0,0,0.0,,,False,
naming,180,Boundary-Aware,4,3,1,0.057692307692307696,2025.0,650.0,True,2.5693201065038775
naming,181,ADWIN,0,0,0,0.0,,,False,
naming,181,Page-Hinkley,0,0,0,0.0,,,False,
naming,181,Boundary-Aware,19,7,12,0.1346153846153846,1450.0,75.0,True,1.8100479146949104
naming,182,ADWIN,0,0,0,0.0,,,False,
naming,182,Page-Hinkley,0,0,0,0.0,,,False,
naming,182,Boundary-Aware,2,1,1,0.019230769230769232,1775.0,400.0,True,2.3745542491776224
naming,183,ADWIN,0,0,0,0.0,,,False,
naming,183,Page-Hinkley,0,0,0,0.0,,,False,
naming,183,Boundary-Aware,6,2,4,0.038461538461538464,1475.0,100.0,True,1.9604480618305324
naming,184,ADWIN,0,0,0,0.0,,,False,
naming,184,Page-Hinkley,0,0,0,0.0,,,False,
naming,184,Boundary-Aware,3,1,2,0.019230769230769232,1525.0,150.0,True,2.5421875123133844
naming,185,ADWIN,0,0,0,0.0,,,False,
naming,185,Page-Hinkley,0,0,0,0.0,,,False,
naming,185,Boundary-Aware,33,10,23,0.19230769230769232,1375.0,0.0,True,1.6075172228444536
naming,186,ADWIN,0,0,0,0.0,,,False,
naming,186,Page-Hinkley,0,0,0,0.0,,,False,
naming,186,Boundary-Aware,5,2,3,0.038461538461538464,1500.0,125.0,True,2.4068356303544336
naming,187,ADWIN,0,0,0,0.0,,,False,
naming,187,Page-Hinkley,0,0,0,0.0,,,False,
naming,187,Boundary-Aware,9,8,1,0.15384615384615385,1475.0,100.0,True,2.0691711833083346
naming,188,ADWIN,0,0,0,0.0,,,False,
naming,188,Page-Hinkley,0,0,0,0.0,,,False,
naming,188,Boundary-Aware,24,3,21,0.057692307692307696,1375.0,0.0,True,1.9015514229967232
naming,189,ADWIN,0,0,0,0.0,,,False,
naming,189,Page-Hinkley,0,0,0,0.0,,,False,
naming,189,Boundary-Aware,8,3,5,0.057692307692307696,1400.0,25.0,True,2.5633062394938437
naming,190,ADWIN,0,0,0,0.0,,,False,
naming,190,Page-Hinkley,0,0,0,0.0,,,False,
naming,190,Boundary-Aware,24,2,22,0.038461538461538464,1375.0,0.0,True,2.153339592265524
naming,191,ADWIN,0,0,0,0.0,,,False,
naming,191,Page-Hinkley,0,0,0,0.0,,,False,
naming,191,Boundary-Aware,20,8,12,0.15384615384615385,1525.0,150.0,True,1.875790928266172
naming,192,ADWIN,0,0,0,0.0,,,False,
naming,192,Page-Hinkley,0,0,0,0.0,,,False,
naming,192,Boundary-Aware,4,2,2,0.038461538461538464,1825.0,450.0,True,3.6227641547636615
naming,193,ADWIN,0,0,0,0.0,,,False,
naming,193,Page-Hinkley,0,0,0,0.0,,,False,
naming,193,Boundary-Aware,6,5,1,0.09615384615384616,1525.0,150.0,True,2.144941636844959
naming,194,ADWIN,0,0,0,0.0,,,False,
naming,194,Page-Hinkley,0,0,0,0.0,,,False,
naming,194,Boundary-Aware,5,4,1,0.07692307692307693,2025.0,650.0,True,1.8910889348098021
naming,195,ADWIN,0,0,0,0.0,,,False,
naming,195,Page-Hinkley,0,0,0,0.0,,,False,
naming,195,Boundary-Aware,3,3,0,0.057692307692307696,,,False,2.2338589631020676
naming,196,ADWIN,0,0,0,0.0,,,False,
naming,196,Page-Hinkley,0,0,0,0.0,,,False,
naming,196,Boundary-Aware,10,5,5,0.09615384615384616,1625.0,250.0,True,1.7812761001028377
naming,197,ADWIN,0,0,0,0.0,,,False,
naming,197,Page-Hinkley,0,0,0,0.0,,,False,
naming,197,Boundary-Aware,6,3,3,0.057692307692307696,1475.0,100.0,True,2.594634649618117
naming,198,ADWIN,0,0,0,0.0,,,False,
naming,198,Page-Hinkley,0,0,0,0.0,,,False,
naming,198,Boundary-Aware,8,6,2,0.11538461538461539,1800.0,425.0,True,2.165472329219715
naming,199,ADWIN,0,0,0,0.0,,,False,
naming,199,Page-Hinkley,0,0,0,0.0,,,False,
naming,199,Boundary-Aware,12,1,11,0.019230769230769232,1625.0,250.0,True,2.321559781019059
naming,200,ADWIN,0,0,0,0.0,,,False,
naming,200,Page-Hinkley,0,0,0,0.0,,,False,
naming,200,Boundary-Aware,7,1,6,0.019230769230769232,1725.0,350.0,True,2.5728239071465264
naming,201,ADWIN,0,0,0,0.0,,,False,
naming,201,Page-Hinkley,0,0,0,0.0,,,False,
naming,201,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.326105484209052
naming,202,ADWIN,0,0,0,0.0,,,False,
naming,202,Page-Hinkley,0,0,0,0.0,,,False,
naming,202,Boundary-Aware,6,5,1,0.09615384615384616,1800.0,425.0,True,2.545271331463939
naming,203,ADWIN,0,0,0,0.0,,,False,
naming,203,Page-Hinkley,0,0,0,0.0,,,False,
naming,203,Boundary-Aware,4,1,3,0.019230769230769232,1500.0,125.0,True,2.3479340150043204
naming,204,ADWIN,0,0,0,0.0,,,False,
naming,204,Page-Hinkley,0,0,0,0.0,,,False,
naming,204,Boundary-Aware,4,1,3,0.019230769230769232,1450.0,75.0,True,2.8489733320346455
naming,205,ADWIN,0,0,0,0.0,,,False,
naming,205,Page-Hinkley,0,0,0,0.0,,,False,
naming,205,Boundary-Aware,4,2,2,0.038461538461538464,1725.0,350.0,True,2.0998918695188866
naming,206,ADWIN,0,0,0,0.0,,,False,
naming,206,Page-Hinkley,0,0,0,0.0,,,False,
naming,206,Boundary-Aware,8,3,5,0.057692307692307696,1400.0,25.0,True,2.0735712121200582
naming,207,ADWIN,0,0,0,0.0,,,False,
naming,207,Page-Hinkley,0,0,0,0.0,,,False,
naming,207,Boundary-Aware,10,4,6,0.07692307692307693,1725.0,350.0,True,1.8053891438989553
naming,208,ADWIN,0,0,0,0.0,,,False,
naming,208,Page-Hinkley,0,0,0,0.0,,,False,
naming,208,Boundary-Aware,8,8,0,0.15384615384615385,,,False,2.530461099601321
naming,209,ADWIN,0,0,0,0.0,,,False,
naming,209,Page-Hinkley,0,0,0,0.0,,,False,
naming,209,Boundary-Aware,2,1,1,0.019230769230769232,1450.0,75.0,True,2.477651421590394
naming,210,ADWIN,0,0,0,0.0,,,False,
naming,210,Page-Hinkley,0,0,0,0.0,,,False,
naming,210,Boundary-Aware,3,3,0,0.057692307692307696,,,False,2.1486899772112578
naming,211,ADWIN,0,0,0,0.0,,,False,
naming,211,Page-Hinkley,0,0,0,0.0,,,False,
naming,211,Boundary-Aware,7,3,4,0.057692307692307696,1575.0,200.0,True,1.9147062028932476
naming,212,ADWIN,0,0,0,0.0,,,False,
naming,212,Page-Hinkley,0,0,0,0.0,,,False,
naming,212,Boundary-Aware,28,5,23,0.09615384615384616,1475.0,100.0,True,1.7369061446004022
naming,213,ADWIN,0,0,0,0.0,,,False,
naming,213,Page-Hinkley,0,0,0,0.0,,,False,
naming,213,Boundary-Aware,7,6,1,0.11538461538461539,1975.0,600.0,True,2.0553655334956553
naming,214,ADWIN,0,0,0,0.0,,,False,
naming,214,Page-Hinkley,0,0,0,0.0,,,False,
naming,214,Boundary-Aware,8,2,6,0.038461538461538464,1400.0,25.0,True,2.3481714573538004
naming,215,ADWIN,0,0,0,0.0,,,False,
naming,215,Page-Hinkley,0,0,0,0.0,,,False,
naming,215,Boundary-Aware,2,2,0,0.038461538461538464,,,False,4.196811241625187
naming,216,ADWIN,0,0,0,0.0,,,False,
naming,216,Page-Hinkley,0,0,0,0.0,,,False,
naming,216,Boundary-Aware,1,1,0,0.019230769230769232,,,False,1.984860446112497
naming,217,ADWIN,0,0,0,0.0,,,False,
naming,217,Page-Hinkley,0,0,0,0.0,,,False,
naming,217,Boundary-Aware,4,3,1,0.057692307692307696,1800.0,425.0,True,2.072804098300833
naming,218,ADWIN,0,0,0,0.0,,,False,
naming,218,Page-Hinkley,0,0,0,0.0,,,False,
naming,218,Boundary-Aware,11,4,7,0.07692307692307693,1675.0,300.0,True,1.8351293434958655
naming,219,ADWIN,0,0,0,0.0,,,False,
naming,219,Page-Hinkley,0,0,0,0.0,,,False,
naming,219,Boundary-Aware,6,2,4,0.038461538461538464,1375.0,0.0,True,2.0547520698248976
naming,220,ADWIN,0,0,0,0.0,,,False,
naming,220,Page-Hinkley,0,0,0,0.0,,,False,
naming,220,Boundary-Aware,11,6,5,0.11538461538461539,1550.0,175.0,True,2.1326078888235
naming,221,ADWIN,0,0,0,0.0,,,False,
naming,221,Page-Hinkley,0,0,0,0.0,,,False,
naming,221,Boundary-Aware,6,2,4,0.038461538461538464,1550.0,175.0,True,1.8228618764477238
naming,222,ADWIN,0,0,0,0.0,,,False,
naming,222,Page-Hinkley,0,0,0,0.0,,,False,
naming,222,Boundary-Aware,7,5,2,0.09615384615384616,1475.0,100.0,True,2.3019857321095425
naming,223,ADWIN,0,0,0,0.0,,,False,
naming,223,Page-Hinkley,0,0,0,0.0,,,False,
naming,223,Boundary-Aware,12,2,10,0.038461538461538464,1525.0,150.0,True,2.026967393542722
naming,224,ADWIN,0,0,0,0.0,,,False,
naming,224,Page-Hinkley,0,0,0,0.0,,,False,
naming,224,Boundary-Aware,1,1,0,0.019230769230769232,,,False,3.056308634128842
naming,225,ADWIN,0,0,0,0.0,,,False,
naming,225,Page-Hinkley,0,0,0,0.0,,,False,
naming,225,Boundary-Aware,8,5,3,0.09615384615384616,1975.0,600.0,True,1.798824159714926
naming,226,ADWIN,0,0,0,0.0,,,False,
naming,226,Page-Hinkley,0,0,0,0.0,,,False,
naming,226,Boundary-Aware,9,5,4,0.09615384615384616,1375.0,0.0,True,2.190839479214648
naming,227,ADWIN,0,0,0,0.0,,,False,
naming,227,Page-Hinkley,0,0,0,0.0,,,False,
naming,227,Boundary-Aware,9,7,2,0.1346153846153846,1875.0,500.0,True,2.0406666184875215
naming,228,ADWIN,0,0,0,0.0,,,False,
naming,228,Page-Hinkley,0,0,0,0.0,,,False,
naming,228,Boundary-Aware,17,3,14,0.057692307692307696,1375.0,0.0,True,1.8889809778746711
naming,229,ADWIN,0,0,0,0.0,,,False,
naming,229,Page-Hinkley,0,0,0,0.0,,,False,
naming,229,Boundary-Aware,1,1,0,0.019230769230769232,,,False,2.605377372890456
naming,230,ADWIN,0,0,0,0.0,,,False,
naming,230,Page-Hinkley,0,0,0,0.0,,,False,
naming,230,Boundary-Aware,12,2,10,0.038461538461538464,1425.0,50.0,True,1.7926202223138406
naming,231,ADWIN,0,0,0,0.0,,,False,
naming,231,Page-Hinkley,0,0,0,0.0,,,False,
naming,231,Boundary-Aware,19,5,14,0.09615384615384616,1400.0,25.0,True,1.8738308102769885
naming,232,ADWIN,0,0,0,0.0,,,False,
naming,232,Page-Hinkley,0,0,0,0.0,,,False,
naming,232,Boundary-Aware,17,9,8,0.17307692307692307,1575.0,200.0,True,1.7743865092090723
naming,233,ADWIN,0,0,0,0.0,,,False,
naming,233,Page-Hinkley,0,0,0,0.0,,,False,
naming,233,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.239612741063928
naming,234,ADWIN,0,0,0,0.0,,,False,
naming,234,Page-Hinkley,0,0,0,0.0,,,False,
naming,234,Boundary-Aware,16,2,14,0.038461538461538464,1800.0,425.0,True,1.8502701449365415
naming,235,ADWIN,0,0,0,0.0,,,False,
naming,235,Page-Hinkley,0,0,0,0.0,,,False,
naming,235,Boundary-Aware,13,3,10,0.057692307692307696,1475.0,100.0,True,1.6905180517596436
naming,236,ADWIN,0,0,0,0.0,,,False,
naming,236,Page-Hinkley,0,0,0,0.0,,,False,
naming,236,Boundary-Aware,3,3,0,0.057692307692307696,,,False,2.642627148421614
naming,237,ADWIN,0,0,0,0.0,,,False,
naming,237,Page-Hinkley,0,0,0,0.0,,,False,
naming,237,Boundary-Aware,9,4,5,0.07692307692307693,1425.0,50.0,True,2.3741855587352325
naming,238,ADWIN,0,0,0,0.0,,,False,
naming,238,Page-Hinkley,0,0,0,0.0,,,False,
naming,238,Boundary-Aware,7,1,6,0.019230769230769232,1450.0,75.0,True,2.0244371773650567
naming,239,ADWIN,0,0,0,0.0,,,False,
naming,239,Page-Hinkley,0,0,0,0.0,,,False,
naming,239,Boundary-Aware,7,5,2,0.09615384615384616,1625.0,250.0,True,1.837739170265644
naming,240,ADWIN,0,0,0,0.0,,,False,
naming,240,Page-Hinkley,0,0,0,0.0,,,False,
naming,240,Boundary-Aware,13,4,9,0.07692307692307693,1750.0,375.0,True,2.8133186301871502
naming,241,ADWIN,0,0,0,0.0,,,False,
naming,241,Page-Hinkley,0,0,0,0.0,,,False,
naming,241,Boundary-Aware,21,11,10,0.21153846153846154,1375.0,0.0,True,1.6897633417073434
naming,242,ADWIN,0,0,0,0.0,,,False,
naming,242,Page-Hinkley,0,0,0,0.0,,,False,
naming,242,Boundary-Aware,16,5,11,0.09615384615384616,1400.0,25.0,True,2.425425563228511
naming,243,ADWIN,0,0,0,0.0,,,False,
naming,243,Page-Hinkley,0,0,0,0.0,,,False,
naming,243,Boundary-Aware,5,3,2,0.057692307692307696,1775.0,400.0,True,2.326008207872756
naming,244,ADWIN,0,0,0,0.0,,,False,
naming,244,Page-Hinkley,0,0,0,0.0,,,False,
naming,244,Boundary-Aware,23,4,19,0.07692307692307693,1425.0,50.0,True,1.8499622808718417
naming,245,ADWIN,0,0,0,0.0,,,False,
