dataset,severity,threshold,decision_flip_rate,stable_positive_rate,drift_positive_rate
DBLP-Scholar,0.95,0.3619962209761707,0.11378737541528239,0.4717607973421927,0.3579734219269103
DBLP-Scholar,0.9,0.3619962209761707,0.19269102990033224,0.4717607973421927,0.27906976744186046
DBLP-Scholar,0.85,0.3619962209761707,0.2549833887043189,0.4717607973421927,0.21677740863787376
DBLP-Scholar,0.8,0.3619962209761707,0.27740863787375414,0.4717607973421927,0.19435215946843853
DBLP-Scholar,0.75,0.3619962209761707,0.28488372093023256,0.4717607973421927,0.18687707641196014
